ensimmaisetnovellit/ensimmaisetnovellit_0000.wav|I. Siihen aikaan, kun isä lampun osti, sanoi hän äidille näinikään: --Äiti hoi, kuulehan,--|I. Siihen aikaan, kun isä lampun osti, sanoi hän äidille näinikään: --Äiti hoi, kuulehan,--|7.43
ensimmaisetnovellit/ensimmaisetnovellit_0743.wav|Tietä pitkin tuijottelin; Keksin marjan mättähältä, Maasta mansikan havahin,|Tietä pitkin tuijottelin; Keksin marjan mättähältä, Maasta mansikan havahin,|7.87
ensimmaisetnovellit/ensimmaisetnovellit_0744.wav|Oisin marjan maistanunna, Punaposken poimiellut-- Herra ei ottaa antanunna, Poika poimia luvannut,|Oisin marjan maistanunna, Punaposken poimiellut-- Herra ei ottaa antanunna, Poika poimia luvannut,|9.99
ensimmaisetnovellit/ensimmaisetnovellit_0745.wav|Houkutteli loitommalle, Ahon viertä alemmaksi, Siell' ois suurempi marikko, Siellä mansikat makeimmat!|Houkutteli loitommalle, Ahon viertä alemmaksi, Siell' ois suurempi marikko, Siellä mansikat makeimmat!|9.82
ensimmaisetnovellit/ensimmaisetnovellit_0746.wav|Otti mun käestä kiinni, Rantehesta riuhallutti, Enkä voinut vastustella,|Otti mun käestä kiinni, Rantehesta riuhallutti, Enkä voinut vastustella,|8.41
ensimmaisetnovellit/ensimmaisetnovellit_0747.wav|Enkä huutoa hupakko-- Voi, jos oisin vastustellut,|Enkä huutoa hupakko-- Voi, jos oisin vastustellut,|6.97
ensimmaisetnovellit/ensimmaisetnovellit_0748.wav|Voi, jos huutanut hupakko!-- Kiiruusti kuletti herra, Ahneesti ahoa riensi,|Voi, jos huutanut hupakko!-- Kiiruusti kuletti herra, Ahneesti ahoa riensi,|8.46
ensimmaisetnovellit/ensimmaisetnovellit_0749.wav|Toi mun tuoksu-tuomikkohon, Lemulehtoon lennähytti-- Riutumus mun rinnan täytti,|Toi mun tuoksu-tuomikkohon, Lemulehtoon lennähytti-- Riutumus mun rinnan täytti,|7.99
ensimmaisetnovellit/ensimmaisetnovellit_0750.wav|Sy'än-alani ahas tunne, Kun ei päiveä näkynyt Eikä tuulta tuntununna Läpi lehväisen lepikon,|Sy'än-alani ahas tunne, Kun ei päiveä näkynyt Eikä tuulta tuntununna Läpi lehväisen lepikon,|9.6
ensimmaisetnovellit/ensimmaisetnovellit_0751.wav|Puhki tumman tuomimetsän.-- Heitti mun herra heinikkohon, Alas painoi pensahasen,|Puhki tumman tuomimetsän.-- Heitti mun herra heinikkohon, Alas painoi pensahasen,|9.88
ensimmaisetnovellit/ensimmaisetnovellit_0752.wav|Pimis' päivä, mustui metsä, Suli sieluni sumuhun--- Vihels' viiasta orihin,|Pimis' päivä, mustui metsä, Suli sieluni sumuhun--- Vihels' viiasta orihin,|9.62
ensimmaisetnovellit/ensimmaisetnovellit_0753.wav|Lepikosta liinaharjan, Pois katosi puien taaksi, Ajoi kohta kuuluvista,|Lepikosta liinaharjan, Pois katosi puien taaksi, Ajoi kohta kuuluvista,|7.79
ensimmaisetnovellit/ensimmaisetnovellit_0754.wav|Maa jyrisi mennessänsä, Tanner allani tutisi-- Heitti minut herjatuksi,|Maa jyrisi mennessänsä, Tanner allani tutisi-- Heitti minut herjatuksi,|7.78
ensimmaisetnovellit/ensimmaisetnovellit_0755.wav|Pilatuksi piika raukan, Viattoman voitetuksi, Ikipäivin itkettäväks'.|Pilatuksi piika raukan, Viattoman voitetuksi, Ikipäivin itkettäväks'.|9.09
ensimmaisetnovellit/ensimmaisetnovellit_0756.wav|Nousin jällehen jaloille, Suorin siitä seisoalle, Tuska tykki tunnossani,|Nousin jällehen jaloille, Suorin siitä seisoalle, Tuska tykki tunnossani,|7.56
ensimmaisetnovellit/ensimmaisetnovellit_0757.wav|Ahistus povessa painoi, Peikolta petäjä näytti, Aavehelta armas koivu--|Ahistus povessa painoi, Peikolta petäjä näytti, Aavehelta armas koivu--|7.72
ensimmaisetnovellit/ensimmaisetnovellit_0758.wav|Enkä itkeä osannut, Kyynelin kovasta päästä, Huolistani huojennaita.--|Enkä itkeä osannut, Kyynelin kovasta päästä, Huolistani huojennaita.--|9.47
ensimmaisetnovellit/ensimmaisetnovellit_0759.wav|Astelin ylös aholle, Kohottausin kunnahalle, Tyhjä tuohinen käessä, Ontto muisto mielessäni;|Astelin ylös aholle, Kohottausin kunnahalle, Tyhjä tuohinen käessä, Ontto muisto mielessäni;|9.72
ensimmaisetnovellit/ensimmaisetnovellit_0760.wav|Raukeat jalat minulla, Rinta vielä raukeampi. Ennätin aholle nousta,|Raukeat jalat minulla, Rinta vielä raukeampi. Ennätin aholle nousta,|8.08
ensimmaisetnovellit/ensimmaisetnovellit_0761.wav|Kerkesin kummulle kohota, Katsahin kohen kotia, Vasten huonetta hupaista,|Kerkesin kummulle kohota, Katsahin kohen kotia, Vasten huonetta hupaista,|8.26
ensimmaisetnovellit/ensimmaisetnovellit_0762.wav|Sijallaan se siinä seisoi, Pellon keskestä punoitti-- En ois luullut seisovaksi,|Sijallaan se siinä seisoi, Pellon keskestä punoitti-- En ois luullut seisovaksi,|7.49
ensimmaisetnovellit/ensimmaisetnovellit_0763.wav|Enkä pystyssä pysyväks'. Siirtyi silmäni ulomma, Sattui kirkon salvoksihin--|Enkä pystyssä pysyväks'. Siirtyi silmäni ulomma, Sattui kirkon salvoksihin--|9.66
ensimmaisetnovellit/ensimmaisetnovellit_0764.wav|Korkeena se kohos' siellä, Ylös ilmoihin yleni, Kirkkahasti ristit kiilsi,|Korkeena se kohos' siellä, Ylös ilmoihin yleni, Kirkkahasti ristit kiilsi,|8.05
ensimmaisetnovellit/ensimmaisetnovellit_0765.wav|Pyhäisesti pallot paistoi, Kello kolmesti kumahti, Mahtavasti vaski vonkui|Pyhäisesti pallot paistoi, Kello kolmesti kumahti, Mahtavasti vaski vonkui|8.53
ensimmaisetnovellit/ensimmaisetnovellit_0766.wav|Pyhäpäivän päättäjäisiks', Suuren sunnuntain lopuksi.-- Minä lähin liikkehelle,|Pyhäpäivän päättäjäisiks', Suuren sunnuntain lopuksi.-- Minä lähin liikkehelle,|8.67
ensimmaisetnovellit/ensimmaisetnovellit_0767.wav|Kaarroin tuosta kirkkotielle, Kansa kirkosta kohisi, Väki tulvi temppelistä, Hevot juoksi,|Kaarroin tuosta kirkkotielle, Kansa kirkosta kohisi, Väki tulvi temppelistä, Hevot juoksi,|8.49
ensimmaisetnovellit/ensimmaisetnovellit_0768.wav|joukko huusi, Kärryt ryskyen rytisi; Toivoin kuolla kärryn alle, Kavioihin kaatuvani--|joukko huusi, Kärryt ryskyen rytisi; Toivoin kuolla kärryn alle, Kavioihin kaatuvani--|9.53
ensimmaisetnovellit/ensimmaisetnovellit_0769.wav|Ei ollut sitä imeistä, Ohillista armeijasta, Jok' ois allensa ajanut, Kavioihin kuolettanut.|Ei ollut sitä imeistä, Ohillista armeijasta, Jok' ois allensa ajanut, Kavioihin kuolettanut.|9.14
ensimmaisetnovellit/ensimmaisetnovellit_0770.wav|Kotia mä kurja kuljin, Onneton omille teille. Äiti istuvi ovessa,|Kotia mä kurja kuljin, Onneton omille teille. Äiti istuvi ovessa,|7.84
ensimmaisetnovellit/ensimmaisetnovellit_0771.wav|Kantajani kynnyksellä, Rakas lapsi rinnoillansa, Poika pienoinen povella-- Sanoi mua muistaneensa,|Kantajani kynnyksellä, Rakas lapsi rinnoillansa, Poika pienoinen povella-- Sanoi mua muistaneensa,|9.84
ensimmaisetnovellit/ensimmaisetnovellit_0772.wav|Saarn'-aikana aatelleensa-- Kyseli papin puheita, Sanasia saarnamiehen-- Mitäs tiesin mä poloinen,|Saarn'-aikana aatelleensa-- Kyseli papin puheita, Sanasia saarnamiehen-- Mitäs tiesin mä poloinen,|9.66
ensimmaisetnovellit/ensimmaisetnovellit_0773.wav|Kuta kurja kertoella Papin pyhistä puheista, Saarnan suurista sanoista,|Kuta kurja kertoella Papin pyhistä puheista, Saarnan suurista sanoista,|7.57
ensimmaisetnovellit/ensimmaisetnovellit_0774.wav|Jonk' oli rippini rikosta, Synnintyötä saarna-aika--|Jonk' oli rippini rikosta, Synnintyötä saarna-aika--|7.11
ensimmaisetnovellit/ensimmaisetnovellit_0775.wav|paahtoi päivä niin polttavasti, että auringonpuoleisissa nurkissa ja|paahtoi päivä niin polttavasti, että auringonpuoleisissa nurkissa ja|5.63
ensimmaisetnovellit/ensimmaisetnovellit_0776.wav|seinänraoissa ihan kuumuudesta ritisi. Pihakivetkin polttivat jalkaan|seinänraoissa ihan kuumuudesta ritisi. Pihakivetkin polttivat jalkaan|7.89
ensimmaisetnovellit/ensimmaisetnovellit_0777.wav|kuin kivet uunin arinassa, ja hipristellen niitä myöten täytyi Vahdinkin astua,|kuin kivet uunin arinassa, ja hipristellen niitä myöten täytyi Vahdinkin astua,|8.26
ensimmaisetnovellit/ensimmaisetnovellit_0778.wav|kun se unisena leukojaan levitellen veteli itseään toisesta varjopaikasta toiseen, aina vain viileämpää leposijaa hakien;|kun se unisena leukojaan levitellen veteli itseään toisesta varjopaikasta toiseen, aina vain viileämpää leposijaa hakien;|9.84
ensimmaisetnovellit/ensimmaisetnovellit_0779.wav|joskus se kujaankin poikkesi, että ehkei siellä nyt niin hiottaisi, mutta siat ne on jo sinne ennättäneet,|joskus se kujaankin poikkesi, että ehkei siellä nyt niin hiottaisi, mutta siat ne on jo sinne ennättäneet,|9.73
ensimmaisetnovellit/ensimmaisetnovellit_0780.wav|eikä Vahti tahdo sikain kanssa saman katoksen alla asua. Ja sitten ei edes tuulekaan,|eikä Vahti tahdo sikain kanssa saman katoksen alla asua. Ja sitten ei edes tuulekaan,|8.77
ensimmaisetnovellit/ensimmaisetnovellit_0781.wav|ei senkään vertaa, että pöly ajavan tiessä jälelle jäisi, vaan kohoaa se vain kohtisuorana kärryihin|ei senkään vertaa, että pöly ajavan tiessä jälelle jäisi, vaan kohoaa se vain kohtisuorana kärryihin|8.8
ensimmaisetnovellit/ensimmaisetnovellit_0782.wav|ja joka paikkaan tunkee, tietä kulkevan suuhun ja sieraimiin.|ja joka paikkaan tunkee, tietä kulkevan suuhun ja sieraimiin.|7.37
ensimmaisetnovellit/ensimmaisetnovellit_0783.wav|Mutta sehän se onkin kärpäsille mieleen, se tuulematon ilma, niille suuremmille erittäinkin,|Mutta sehän se onkin kärpäsille mieleen, se tuulematon ilma, niille suuremmille erittäinkin,|8.64
ensimmaisetnovellit/ensimmaisetnovellit_0784.wav|jotka aina päivänpuoleisilla seinillä paahtautuvat ja|jotka aina päivänpuoleisilla seinillä paahtautuvat ja|5.21
ensimmaisetnovellit/ensimmaisetnovellit_0785.wav|tuimalla surinalla silloin tällöin toistensa niskaan lennähtävät--kun on näin tulisen kuuma,|tuimalla surinalla silloin tällöin toistensa niskaan lennähtävät--kun on näin tulisen kuuma,|7.72
ensimmaisetnovellit/ensimmaisetnovellit_0786.wav|niin silloin ne elämästään nauttivat, mutta sateisella säällä on niillä ikävä olla,|niin silloin ne elämästään nauttivat, mutta sateisella säällä on niillä ikävä olla,|7.63
ensimmaisetnovellit/ensimmaisetnovellit_0787.wav|ja alakuloisina ne silloin mikä missäkin jöröttävät. --Surr!--niin ne panevat.--|ja alakuloisina ne silloin mikä missäkin jöröttävät. --Surr!--niin ne panevat.--|8.78
ensimmaisetnovellit/ensimmaisetnovellit_0788.wav|Surr-rurr-rurr! --Nöh-nöh--nönönöh!--sanovat siat|Surr-rurr-rurr! --Nöh-nöh--nönönöh!--sanovat siat|7.93
ensimmaisetnovellit/ensimmaisetnovellit_0789.wav|kujassa toisilleen, ja se merkitsee, että kylläpä nyt on vähän liian vari.|kujassa toisilleen, ja se merkitsee, että kylläpä nyt on vähän liian vari.|9.14
ensimmaisetnovellit/ensimmaisetnovellit_0790.wav|Mutta Vahti ei sano mitään, vaikka kärpäset kovin hänen korviansa ahdistelevat, lentävät niihin suurissa parvissa ja|Mutta Vahti ei sano mitään, vaikka kärpäset kovin hänen korviansa ahdistelevat, lentävät niihin suurissa parvissa ja|9.97
ensimmaisetnovellit/ensimmaisetnovellit_0791.wav|ihan verille purevat. Välistä se kuitenkin suuttuu, kun ei puistelemisesta mitään apua lähde|ihan verille purevat. Välistä se kuitenkin suuttuu, kun ei puistelemisesta mitään apua lähde|9.76
ensimmaisetnovellit/ensimmaisetnovellit_0792.wav|ja kärpäset vain käyvät yhä äkäisemmiksi--silloin se kapsahtaa etujaloilleen,|ja kärpäset vain käyvät yhä äkäisemmiksi--silloin se kapsahtaa etujaloilleen,|7.43
ensimmaisetnovellit/ensimmaisetnovellit_0793.wav|sivaltaa käpälällään ne heittiöt korvistaan irti ja suuhunsa niitä tavoittaa;|sivaltaa käpälällään ne heittiöt korvistaan irti ja suuhunsa niitä tavoittaa;|7.07
ensimmaisetnovellit/ensimmaisetnovellit_0794.wav|mutta kärpäset ovat näppärätä väkeä, jotka päänsä katsovat, ja|mutta kärpäset ovat näppärätä väkeä, jotka päänsä katsovat, ja|4.92
ensimmaisetnovellit/ensimmaisetnovellit_0795.wav|tyhjänä loksahtavat Vahdin leuat toisiansa vasten.|tyhjänä loksahtavat Vahdin leuat toisiansa vasten.|6.73
ensimmaisetnovellit/ensimmaisetnovellit_0796.wav|Eikä sitten kaukaan aikaan mitään tapahdu, ei näy eikä paljon kuulukaan.|Eikä sitten kaukaan aikaan mitään tapahdu, ei näy eikä paljon kuulukaan.|7.37
ensimmaisetnovellit/ensimmaisetnovellit_0797.wav|Hollimieskin on tuohon tuvan varjoon nurmelle nukahtanut, ja siinä hän mahallaan vieläkin makaa, vaikka päivä|Hollimieskin on tuohon tuvan varjoon nurmelle nukahtanut, ja siinä hän mahallaan vieläkin makaa, vaikka päivä|8.99
ensimmaisetnovellit/ensimmaisetnovellit_0798.wav|jo aikoja sitten on varjonsa toiseen paikkaan kiertänyt ja nyt sen tuuheata tukkaa kauheasti kuumentaa;|jo aikoja sitten on varjonsa toiseen paikkaan kiertänyt ja nyt sen tuuheata tukkaa kauheasti kuumentaa;|8.87
ensimmaisetnovellit/ensimmaisetnovellit_0799.wav|tuolla maantiellä jossain kyllä ratasten ritinätä kuuluu, mutta sitäkään ei sitten taas kotville kuulu,|tuolla maantiellä jossain kyllä ratasten ritinätä kuuluu, mutta sitäkään ei sitten taas kotville kuulu,|7.77
ensimmaisetnovellit/ensimmaisetnovellit_0800.wav|kun hevonen kaiketi on kuumasta hidas eikä jaksa pikemmin kiiruhtaa,|kun hevonen kaiketi on kuumasta hidas eikä jaksa pikemmin kiiruhtaa,|6.17
ensimmaisetnovellit/ensimmaisetnovellit_0801.wav|vaikka herra kyytimiestä käskee--jos se nimittäin kyydillä ajava lie, joka siellä on tulemassa.|vaikka herra kyytimiestä käskee--jos se nimittäin kyydillä ajava lie, joka siellä on tulemassa.|9.72
ensimmaisetnovellit/ensimmaisetnovellit_0802.wav|Pääskykin tuolla toisen talon päällä leijaa--mutta missähän on talonväki kaikki, koska ei ketään näy?--|Pääskykin tuolla toisen talon päällä leijaa--mutta missähän on talonväki kaikki, koska ei ketään näy?--|9.23
ensimmaisetnovellit/ensimmaisetnovellit_0803.wav|Arvatenkin ne ovat niityllä, uutterina luokoja kouhottelemassa, sillä eihän kukaan tiedä,|Arvatenkin ne ovat niityllä, uutterina luokoja kouhottelemassa, sillä eihän kukaan tiedä,|8.74
ensimmaisetnovellit/ensimmaisetnovellit_0804.wav|milloinka tuonne taivaalle pilven kasvattaa ja sateen sieltä alas maahan paiskaa.|milloinka tuonne taivaalle pilven kasvattaa ja sateen sieltä alas maahan paiskaa.|8.48
ensimmaisetnovellit/ensimmaisetnovellit_0805.wav|Ei ne kaikki kuitenkaan luo'olla liene--isäntä, kestikievari, kotonansa köllöttää,|Ei ne kaikki kuitenkaan luo'olla liene--isäntä, kestikievari, kotonansa köllöttää,|9.14
ensimmaisetnovellit/ensimmaisetnovellit_0806.wav|ja sehän ei ole tavallisesti hyvä merkki, ettei isäntä työväen mukana kule, vaan jää kotiin.|ja sehän ei ole tavallisesti hyvä merkki, ettei isäntä työväen mukana kule, vaan jää kotiin.|9.46
ensimmaisetnovellit/ensimmaisetnovellit_0807.wav|Mutta saattaahan taas olla niinkin, että toista ahneus niitylle ajaa, toisen se sieltä käskee kotona olla--|Mutta saattaahan taas olla niinkin, että toista ahneus niitylle ajaa, toisen se sieltä käskee kotona olla--|9.06
ensimmaisetnovellit/ensimmaisetnovellit_0808.wav|ja niin se on nytkin. Isäntä on asian semmoiseksi nähnyt, että »|ja niin se on nytkin. Isäntä on asian semmoiseksi nähnyt, että|6.77
ensimmaisetnovellit/ensimmaisetnovellit_0809.wav|kun häntä kuitenkin jonkun talonmiehen pitää kotosalla olla--|kun häntä kuitenkin jonkun talonmiehen pitää kotosalla olla--|4.4
ensimmaisetnovellit/ensimmaisetnovellit_0810.wav|jos näet herroja kulkisi ja ne jolloinkin jotain tarvitsemaan sattuisivat-- niin on häntä silloin itse,|jos näet herroja kulkisi ja ne jolloinkin jotain tarvitsemaan sattuisivat-- niin on häntä silloin itse,|8.5
ensimmaisetnovellit/ensimmaisetnovellit_0811.wav|ja käyköön aikamiespoika työväen mukana-- tottahan se siellä omalla työlläänkin jotakin toimittaa,|ja käyköön aikamiespoika työväen mukana-- tottahan se siellä omalla työlläänkin jotakin toimittaa,|8.32
ensimmaisetnovellit/ensimmaisetnovellit_0812.wav|kun itse en kuitenkaan muuta jaksaisi kuin ladon kynnyksellä istua ja sinukkata janoon särpiä--»|kun itse en kuitenkaan muuta jaksaisi kuin ladon kynnyksellä istua ja sinukkata janoon särpiä--|9.81
ensimmaisetnovellit/ensimmaisetnovellit_0813.wav|Sillä lailla se isäntä ajattelee, heitäkse selälleen tuvan lattialle, kuivavien heinien päälle,|Sillä lailla se isäntä ajattelee, heitäkse selälleen tuvan lattialle, kuivavien heinien päälle,|9.3
ensimmaisetnovellit/ensimmaisetnovellit_0814.wav|sitoo sormensa mahan yli solmuun ja siinä sitten tyynenä köllöttää.|sitoo sormensa mahan yli solmuun ja siinä sitten tyynenä köllöttää.|6.38
ensimmaisetnovellit/ensimmaisetnovellit_0815.wav|Hän on ja ajattelee sitä, mitä äskenkin ajatteli, mutta sitten ei pitkään aikaan ajattele mitään--|Hän on ja ajattelee sitä, mitä äskenkin ajatteli, mutta sitten ei pitkään aikaan ajattele mitään--|8.4
ensimmaisetnovellit/ensimmaisetnovellit_0816.wav|on vain. Johtuu sitten taas mieleen jotain muutakin, mutta se on semmoista, jota jos pitemmältä ajattelisi,|on vain. Johtuu sitten taas mieleen jotain muutakin, mutta se on semmoista, jota jos pitemmältä ajattelisi,|9.74
ensimmaisetnovellit/ensimmaisetnovellit_0817.wav|sen tähden ehkä pitäisi ylöskin nousta, ja se olisi kovin vaikeata, kun on iso maha tiellä,|sen tähden ehkä pitäisi ylöskin nousta, ja se olisi kovin vaikeata, kun on iso maha tiellä,|7.92
ensimmaisetnovellit/ensimmaisetnovellit_0818.wav|ja siksi ei sitä isäntä tahdokaan ajatella, vaan koettaa miettiä jotain muuta.|ja siksi ei sitä isäntä tahdokaan ajatella, vaan koettaa miettiä jotain muuta.|7.46
ensimmaisetnovellit/ensimmaisetnovellit_0819.wav|Mutta kun yhä vain sittenkin aatos sinnepäin kiertää, että »on sitä talossa kylmää puteliolutta,|Mutta kun yhä vain sittenkin aatos sinnepäin kiertää, että on sitä talossa kylmää puteliolutta,|8.62
ensimmaisetnovellit/ensimmaisetnovellit_0820.wav|vasta vieraiden varalle ostettua», niin vaikea on taas olla nousemattakin.-- ja siitäpä se nouseekin,|vasta vieraiden varalle ostettua , niin vaikea on taas olla nousemattakin.-- ja siitäpä se nouseekin,|9.97
ensimmaisetnovellit/ensimmaisetnovellit_0821.wav|ritisevien heinien päälle seisoalleen kämpii ja lähtee kellariin, kun tietää,|ritisevien heinien päälle seisoalleen kämpii ja lähtee kellariin, kun tietää,|7.27
ensimmaisetnovellit/ensimmaisetnovellit_0822.wav|että siellä kaksi koria olutta päällekkäin lepää, ja »jos noista nyt muutaman putelin kuumaansa juopikin,|että siellä kaksi koria olutta päällekkäin lepää, ja jos noista nyt muutaman putelin kuumaansa juopikin,|9.35
ensimmaisetnovellit/ensimmaisetnovellit_0823.wav|niin ei siitä talon siltä köyhtyä tarvitse». --Siinä se tuokin rotjottaa--|niin ei siitä talon siltä köyhtyä tarvitse . --Siinä se tuokin rotjottaa--|8.91
ensimmaisetnovellit/ensimmaisetnovellit_0824.wav|tekisipä mieleni vähän kengän kärellä paikkojansa koettaa, murajaa hän,|tekisipä mieleni vähän kengän kärellä paikkojansa koettaa, murajaa hän,|6.69
ensimmaisetnovellit/ensimmaisetnovellit_0825.wav|kun näkee hollimiehen pihamaalla mahallaan makaavan, mutta ei hän sitä kuitenkaan koeta, menee vain ja|kun näkee hollimiehen pihamaalla mahallaan makaavan, mutta ei hän sitä kuitenkaan koeta, menee vain ja|8.71
ensimmaisetnovellit/ensimmaisetnovellit_0826.wav|mutisee vielä mennessään:--ei sitä missään nuo ihmiset niin paljon laiskuuteen perehdy|mutisee vielä mennessään:--ei sitä missään nuo ihmiset niin paljon laiskuuteen perehdy|7.97
ensimmaisetnovellit/ensimmaisetnovellit_0827.wav|kuin näin kievaripaikoissa--erittäinkin nuo hollimiehet ne täällä siihen oppii--|kuin näin kievaripaikoissa--erittäinkin nuo hollimiehet ne täällä siihen oppii--|8.1
ensimmaisetnovellit/ensimmaisetnovellit_0828.wav|ei ne muuta kuin päiväkaudet loikoo ja lojuu.|ei ne muuta kuin päiväkaudet loikoo ja lojuu.|6.66
ensimmaisetnovellit/ensimmaisetnovellit_0829.wav|Isäntä meni kellariinsa, joka oli tehty pihanpääkamarin alle vastapäätä tupaa|Isäntä meni kellariinsa, joka oli tehty pihanpääkamarin alle vastapäätä tupaa|6.93
ensimmaisetnovellit/ensimmaisetnovellit_0830.wav|ja jonka ovi oli punamaalilla maalattu. Sinne hän vajosi-- kellarin mustaan kurkkuun|ja jonka ovi oli punamaalilla maalattu. Sinne hän vajosi-- kellarin mustaan kurkkuun|7.83
ensimmaisetnovellit/ensimmaisetnovellit_0831.wav|ja viipyi siellä kappaleen.--Sill'aikaa hollimies syystä, kuka sen tiesi mistä,|ja viipyi siellä kappaleen.--Sill'aikaa hollimies syystä, kuka sen tiesi mistä,|8.09
ensimmaisetnovellit/ensimmaisetnovellit_0832.wav|kääntyi mahaltaan selälleen, Vahti muutti makuusijaa, pudisti korvistaan kärpäset,|kääntyi mahaltaan selälleen, Vahti muutti makuusijaa, pudisti korvistaan kärpäset,|7.57
ensimmaisetnovellit/ensimmaisetnovellit_0833.wav|jotka yhä äkäisemmin häntä, uneliasta miestä, ahdistelivat,|jotka yhä äkäisemmin häntä, uneliasta miestä, ahdistelivat,|6.29
ensimmaisetnovellit/ensimmaisetnovellit_0834.wav|kujan asukkaat myöskin sieltä yksikantaan sanottavansa sanoivat--mutta sitten ei enää tapahtunut mitään,|kujan asukkaat myöskin sieltä yksikantaan sanottavansa sanoivat--mutta sitten ei enää tapahtunut mitään,|8.72
ensimmaisetnovellit/ensimmaisetnovellit_0835.wav|niin kauan kuin isäntä kellarissa viipyi. Eikä sittenkään mitään tapahtunut,|niin kauan kuin isäntä kellarissa viipyi. Eikä sittenkään mitään tapahtunut,|7.56
ensimmaisetnovellit/ensimmaisetnovellit_0836.wav|kun isäntä tuli kellarista pois, puteli kummassakin kainalossa, ja pihanpääkamariinsa pujahti... --|kun isäntä tuli kellarista pois, puteli kummassakin kainalossa, ja pihanpääkamariinsa pujahti... --|9.65
ensimmaisetnovellit/ensimmaisetnovellit_0837.wav|Huhhuh!--kylläpä se oli kylmää--mutta hyvän se teki, puheli isäntä,|Huhhuh!--kylläpä se oli kylmää--mutta hyvän se teki, puheli isäntä,|7.6
ensimmaisetnovellit/ensimmaisetnovellit_0838.wav|kun pihan yli taas tupaan palasi.--Ei se tuo yksi olutputeli|kun pihan yli taas tupaan palasi.--Ei se tuo yksi olutputeli|7.64
ensimmaisetnovellit/ensimmaisetnovellit_0839.wav|paljon janoisen juodessa tunnu, mutta hyvän se teki, hyvän teki--niin,|paljon janoisen juodessa tunnu, mutta hyvän se teki, hyvän teki--niin,|6.72
ensimmaisetnovellit/ensimmaisetnovellit_0840.wav|kiuvota sinäkin nyt siinä kuin kissa pahan sään edellä turpa taivasta kohti (hän tarkoitti hollimiestä)--|kiuvota sinäkin nyt siinä kuin kissa pahan sään edellä turpa taivasta kohti hän tarkoitti hollimiestä --|8.98
ensimmaisetnovellit/ensimmaisetnovellit_0841.wav|mielelläsi mahtaisit sinäkin olutta maistaa, mutta juo vain sinukkata,|mielelläsi mahtaisit sinäkin olutta maistaa, mutta juo vain sinukkata,|5.73
ensimmaisetnovellit/ensimmaisetnovellit_0842.wav|kyllä se sinukkakin hollirengille välttää.--Kylläpä nyt päivä heloittaa,--kyllä nyt--|kyllä se sinukkakin hollirengille välttää.--Kylläpä nyt päivä heloittaa,--kyllä nyt--|9.01
ensimmaisetnovellit/ensimmaisetnovellit_0843.wav|soh!--(tämä oli sanottu kärpäselle, joka oli sieramesta suoraan sisään lentää)|soh!-- tämä oli sanottu kärpäselle, joka oli sieramesta suoraan sisään lentää|8.22
ensimmaisetnovellit/ensimmaisetnovellit_0844.wav|luoko hyvästi kuivaa--pitäisihän sitä niityllekin--|luoko hyvästi kuivaa--pitäisihän sitä niityllekin--|6.22
ensimmaisetnovellit/ensimmaisetnovellit_0845.wav|Sen sijaan laskeutui isäntä kuitenkin äskeiselle sijalleen pirtin lattialle, kahisevien heinien päälle--|Sen sijaan laskeutui isäntä kuitenkin äskeiselle sijalleen pirtin lattialle, kahisevien heinien päälle--|8.93
ensimmaisetnovellit/ensimmaisetnovellit_0846.wav|tällä kertaa mahalleen. --Puhhuh!--kyllä nyt on vari,|tällä kertaa mahalleen. --Puhhuh!--kyllä nyt on vari,|7.99
ensimmaisetnovellit/ensimmaisetnovellit_0847.wav|mutta hätäköpä tässä, hätäköpä tässä--ei hätää mitään eikä puutetta mitään.--|mutta hätäköpä tässä, hätäköpä tässä--ei hätää mitään eikä puutetta mitään.--|8.11
ensimmaisetnovellit/ensimmaisetnovellit_0848.wav|Etuisaa se on tämä kestikievarin pito (isäntä kääntyy kylelleen ja nojautuu kyynärpäänsä varaan,|Etuisaa se on tämä kestikievarin pito isäntä kääntyy kylelleen ja nojautuu kyynärpäänsä varaan,|9.61
ensimmaisetnovellit/ensimmaisetnovellit_0849.wav|sillä niin ollen on helpompi tämmöisistä totisista asioista puhella kuin mahallaan ollen)--|sillä niin ollen on helpompi tämmöisistä totisista asioista puhella kuin mahallaan ollen --|7.7
ensimmaisetnovellit/ensimmaisetnovellit_0850.wav|etuisampaa kuin mikä muu talonpojan syrjäammatti tahansa.--|etuisampaa kuin mikä muu talonpojan syrjäammatti tahansa.--|5.85
ensimmaisetnovellit/ensimmaisetnovellit_0851.wav|Kyllä siihen moni talo pyrkikin, mutta ei ne muut päässeet-- se meidän vallesmanni on hyvä mies, ja|Kyllä siihen moni talo pyrkikin, mutta ei ne muut päässeet-- se meidän vallesmanni on hyvä mies, ja|7.84
ensimmaisetnovellit/ensimmaisetnovellit_0852.wav|kuvernööri määrää, mitä se esittää--se oli kiittänyt minua ja sanonut, että|kuvernööri määrää, mitä se esittää--se oli kiittänyt minua ja sanonut, että|8.28
ensimmaisetnovellit/ensimmaisetnovellit_0853.wav|siinä se oikea kievarin isäntä onkin--mutta kyllä se onkin välistä voiteessa,|siinä se oikea kievarin isäntä onkin--mutta kyllä se onkin välistä voiteessa,|6.61
ensimmaisetnovellit/ensimmaisetnovellit_0854.wav|kun meiltä virkamatkoilla käydessään lähtee.--|kun meiltä virkamatkoilla käydessään lähtee.--|4.47
